Student_ID,Study_Hours,Attendance,Previous_Score,Extracurricular,Sleep_Hours,Internet_Access,Final_Score,Status
927,10.5,47.0,68.3,1,7.1,1,78.4,Pass
928,18.0,80.7,73.2,0,6.9,0,95.0,Pass
929,27.5,100.0,93.7,0,10.0,1,100.0,Pass
930,14.5,100.0,84.8,0,8.8,1,100.0,Pass
931,10.6,66.6,83.0,1,8.1,1,93.2,Pass
932,30.0,92.5,63.2,1,7.2,1,99.7,Pass
933,3.4,78.0,56.7,0,8.5,1,77.9,Pass
934,2.0,83.4,84.3,0,7.8,1,77.1,Pass
935,18.5,100.0,83.1,0,7.0,0,100.0,Pass
936,11.0,62.5,92.1,0,6.5,1,81.9,Pass
937,6.8,88.8,60.9,0,6.9,1,87.9,Pass
938,20.7,92.0,66.6,1,4.0,1,96.8,Pass
939,17.0,100.0,45.4,1,7.3,1,87.0,Pass
940,10.5,86.5,64.1,0,6.3,1,90.7,Pass
941,4.8,89.6,84.9,0,9.4,1,99.0,Pass
942,22.0,79.1,63.0,1,7.0,0,96.1,Pass
943,20.2,89.0,79.6,0,5.2,1,91.7,Pass
944,14.2,79.9,67.1,0,6.9,1,84.3,Pass
945,29.8,94.3,74.9,0,5.4,1,100.0,Pass
946,6.4,79.5,52.8,0,7.7,1,72.8,Pass
947,2.8,90.7,71.3,0,7.4,1,91.5,Pass
948,9.5,84.6,25.1,1,8.4,1,77.3,Pass
949,14.6,100.0,67.2,0,5.8,1,79.1,Pass
950,16.9,84.2,45.5,0,7.1,1,85.2,Pass
951,13.1,58.4,88.1,1,5.0,1,80.9,Pass
952,17.8,100.0,81.7,0,8.1,0,100.0,Pass
953,5.0,71.4,77.0,1,7.8,1,80.5,Pass
954,26.6,75.2,92.8,1,7.7,1,100.0,Pass
955,14.3,76.1,55.8,0,7.0,1,86.7,Pass
956,23.9,100.0,96.2,1,7.6,1,100.0,Pass
957,17.7,53.0,84.0,0,9.4,1,85.0,Pass
958,18.7,100.0,66.5,1,6.6,1,99.5,Pass
959,19.6,100.0,87.0,0,7.2,1,100.0,Pass
960,18.6,88.3,53.4,1,5.4,1,85.3,Pass
961,20.1,84.2,57.6,1,5.7,0,91.5,Pass
962,25.6,89.3,60.9,0,7.1,1,99.5,Pass
963,16.6,92.8,62.1,0,8.7,1,100.0,Pass
964,20.7,94.7,54.2,1,6.6,1,100.0,Pass
965,14.3,93.3,88.3,1,6.6,1,96.8,Pass
966,26.5,86.3,66.1,0,6.4,1,100.0,Pass
967,9.6,82.0,75.3,1,6.2,1,82.6,Pass
968,29.4,82.7,61.4,0,7.4,1,100.0,Pass
969,14.7,82.1,42.7,0,4.8,1,73.9,Pass
970,3.6,100.0,74.1,0,8.9,1,85.3,Pass
971,16.0,93.9,41.3,0,6.0,1,85.2,Pass
972,9.6,40.9,69.0,1,8.1,1,58.4,Pass
973,21.7,94.8,49.5,0,5.1,1,81.0,Pass
974,9.8,87.9,99.8,1,8.0,1,99.1,Pass
975,11.4,84.7,83.7,0,8.0,1,92.6,Pass
976,2.0,79.2,71.6,0,7.6,1,76.3,Pass
977,11.4,100.0,89.0,0,5.5,1,88.2,Pass
978,2.0,99.2,57.3,0,7.4,1,77.4,Pass
979,2.3,73.4,78.2,0,5.2,1,76.5,Pass
980,21.1,91.1,73.0,0,6.6,1,100.0,Pass
981,21.3,70.4,74.0,0,8.5,1,92.1,Pass
982,18.4,64.3,89.1,0,8.2,0,95.2,Pass
983,7.3,75.6,81.0,0,7.0,1,84.9,Pass
984,14.6,97.9,74.3,0,5.5,1,89.7,Pass
985,15.0,99.3,45.2,1,8.0,1,90.8,Pass
986,5.7,92.7,55.6,1,7.0,1,76.9,Pass
987,27.0,95.9,68.2,0,4.0,1,97.9,Pass
988,22.0,92.7,71.4,0,8.2,1,100.0,Pass
989,13.2,75.4,53.0,0,7.0,1,82.5,Pass
990,15.2,91.5,100.0,1,8.8,1,100.0,Pass
991,16.7,97.0,92.7,0,5.4,1,98.5,Pass
992,2.0,96.3,79.0,0,4.0,1,88.6,Pass
993,13.0,100.0,71.1,0,7.4,1,93.9,Pass
994,9.5,95.6,66.8,0,7.4,1,96.4,Pass
995,7.0,90.3,55.7,0,4.5,1,77.0,Pass
996,12.8,100.0,71.2,1,5.5,1,98.4,Pass
997,29.4,84.6,73.9,0,10.0,1,100.0,Pass
998,20.1,71.8,51.4,1,6.5,1,84.1,Pass
999,10.4,82.6,75.0,0,8.1,1,89.1,Pass
1000,19.6,73.8,67.7,0,6.0,1,93.0,Pass
